Subnetwork,APC/C:Cdc20 mediated degradation of Securin,Asparagine N-linked glycosylation,Autodegradation of Cdh1 by Cdh1:APC/C,Autophagy,Axon guidance,COPI-mediated anterograde transport,Calcium signaling pathway - Mus musculus (house mouse),Cell junction organization,Cell-Cell communication,Cell-cell junction organization,Cellular responses to stress,Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),Cytoskeleton in muscle cells - Mus musculus (house mouse),DNA Repair,DNA-templated transcription,Degradation of CDH1,Degradation of the extracellular matrix,Developmental Biology,Diabetic cardiomyopathy - Mus musculus (house mouse),EGFR1 signaling pathway,Electron transport chain,Endocytosis - Mus musculus (house mouse),Estrogen signaling,Extracellular matrix organization,Focal adhesion - Mus musculus (house mouse),G alpha (i) signalling events,GABAergic synapse - Mus musculus (house mouse),Hedgehog 'off' state,Hemostasis,Human papillomavirus infection - Mus musculus (house mouse),Insulin resistance - Mus musculus (house mouse),MAPK1/MAPK3 signaling,Macroautophagy,Metabolism of vitamins and cofactors,Mitotic Anaphase,Mitotic Metaphase and Anaphase,Morphine addiction - Mus musculus (house mouse),Muscle contraction,Na K ATPase Src signaling,Nervous system development,Neurotransmitter receptors and postsynaptic signal transmission,Non-alcoholic fatty liver disease - Mus musculus (house mouse),Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,Oxytocin signaling pathway - Mus musculus (house mouse),Parkinson disease - Mus musculus (house mouse),"Platelet activation, signaling and aggregation",Prolactin signaling pathway - Mus musculus (house mouse),Protein localization,RAC3 GTPase cycle,RAF/MAP kinase cascade,RHO GTPase cycle,RNA Polymerase II Pre-transcription Events,RNA splicing,"RNA splicing, via transesterification reactions","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",RUNX1 regulates transcription of genes involved in differentiation of HSCs,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Regulation of PTEN stability and activity,Regulation of RAS by GAPs,Respiratory electron transport,Ribosome - Mus musculus (house mouse),Serotonergic synapse - Mus musculus (house mouse),Signaling by Interleukins,Signaling by Rho GTPases,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",Signaling by WNT,TCR signaling,TOR signaling,Thermogenesis - Mus musculus (house mouse),Tight junction - Mus musculus (house mouse),Transcriptional regulation by RUNX2,Translation,Vesicle-mediated transport,Wnt signaling pathway,Wnt signaling pathway and pluripotency,actin filament-based process,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,adult behavior,adult locomotory behavior,aerobic respiration,amino acid biosynthetic process,amino acid metabolic process,autophagosome assembly,autophagosome organization,autophagy,axon development,axon guidance,axonogenesis,biological process involved in symbiotic interaction,cAMP signaling pathway - Mus musculus (house mouse),carbohydrate derivative biosynthetic process,cell junction organization,cell morphogenesis involved in neuron differentiation,cellular respiration,cellular response to tumor necrosis factor,chromosome segregation,cytoskeleton-dependent cytokinesis,endoderm development,energy derivation by oxidation of organic compounds,forebrain development,gastrulation,generation of precursor metabolites and energy,glycerolipid biosynthetic process,glycerolipid metabolic process,head morphogenesis,heart development,host-mediated perturbation of symbiont process,intracellular protein transport,intracellular receptor signaling pathway,locomotory behavior,lymphocyte activation involved in immune response,mRNA metabolic process,"mRNA splicing, via spliceosome",macroautophagy,microtubule cytoskeleton organization,microtubule-based movement,morphogenesis of an epithelium,morphogenesis of embryonic epithelium,multicellular organism growth,negative regulation of TOR signaling,negative regulation of cell differentiation,negative regulation of molecular function,negative regulation of translation,neuromuscular process,neuron projection guidance,nuclear chromosome segregation,nuclear division,nucleobase-containing small molecule metabolic process,nucleoside phosphate biosynthetic process,nucleoside phosphate metabolic process,nucleotide metabolic process,nucleus organization,organelle fission,organophosphate biosynthetic process,p53-Dependent G1 DNA Damage Response,p53-Dependent G1/S DNA damage checkpoint,pattern specification process,phospholipid biosynthetic process,phospholipid metabolic process,polyol metabolic process,positive regulation of DNA-binding transcription factor activity,positive regulation of mRNA catabolic process,positive regulation of mitotic cell cycle phase transition,positive regulation of organelle organization,positive regulation of phosphate metabolic process,positive regulation of phosphorus metabolic process,positive regulation of protein modification process,positive regulation of stem cell population maintenance,positive regulation of transferase activity,positive regulation of ubiquitin-dependent protein catabolic process,process utilizing autophagic mechanism,protein folding,protein localization to membrane,protein maturation,protein-DNA complex organization,protein-RNA complex assembly,protein-RNA complex organization,protein-containing complex localization,proteinogenic amino acid metabolic process,purine nucleotide metabolic process,purine-containing compound metabolic process,regionalization,regulation of DNA-binding transcription factor activity,regulation of JNK cascade,regulation of Wnt signaling pathway,regulation of behavior,regulation of blood circulation,regulation of canonical Wnt signaling pathway,regulation of cell projection assembly,regulation of cell size,regulation of cell-substrate adhesion,regulation of cellular response to stress,regulation of chromosome organization,regulation of dendritic spine morphogenesis,regulation of epithelial cell migration,regulation of epithelial cell proliferation,regulation of interleukin-6 production,regulation of nervous system development,regulation of nervous system process,regulation of neuron projection development,regulation of organ growth,regulation of plasma membrane bounded cell projection assembly,regulation of post-translational protein modification,regulation of protein catabolic process,regulation of protein modification by small protein conjugation or removal,regulation of proteolysis involved in protein catabolic process,regulation of synapse organization,regulation of synapse structure or activity,regulation of transferase activity,regulation of translation,response to dsRNA,response to exogenous dsRNA,response to nutrient,response to steroid hormone,ribonucleoprotein complex biogenesis,small molecule biosynthetic process,synapse organization,synaptic signaling,telomere maintenance,telomere organization,tissue morphogenesis,translation,transmission of nerve impulse,tube formation,tube morphogenesis,vacuole organization,vasculature development,viral process
C0 - D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2208513702,0.0,0.0,2.2447955699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9164357046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2208513702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C0 - U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8949105892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6669494326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.644755,0.0,0.0,2.4420227633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.450024935,0.0,2.5252718398,2.2035150902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4102915939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5658517133,2.5061967917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1 - D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8325238825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8599963378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5792924169,0.0,0.0,0.0,0.0,0.0,2.4091391175,2.5280129949,0.0,0.0,0.0,2.3223609733,0.0,0.0,0.0,2.2813935795,2.1944542536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6193228492,0.0,0.0,2.6943796302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.729329677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.406846287,0.0,0.0,0.0,0.0,2.7792983901,0.0,0.0,0.0,0.0,0.0,2.2131843433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1966637873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1 - U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3332415966,2.3332415966,2.2342729024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2 - U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9305605789,0.0,0.0,0.0,2.8485997472,0.0,0.0,0.0,0.0,0.0,0.0,2.0726352778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4159951839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4934515626,2.0968865586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9305605789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5342541127,0.0,2.9779472779
C3 - U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7308383672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.993250032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9621934109,2.4067868703,2.993250032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1550595773,0.0,0.0,0.0,0.0,0.0,0.0
C4 - D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8493428502,0.0,0.0,0.0,0.0,0.0,0.0,2.9069164872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4743899321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2451312457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2895586693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3312571481,2.4846046411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4386196021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0806780447,0.0,0.0,0.0,0.0,0.0,2.2275205278,2.5073088347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0358730459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4743899321,0.0,0.0,0.0,2.2011301228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4 - U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7957549277,2.7011507315,2.9227845272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8575623559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
